Date,Nifty500_PE,Nifty500_PB,Earning_Yields_%,3M_Yield_India,2Y_Yield_India,10Y_Yield_India,India_Yield_Spread,10Y-3M_Yield_India,10Y-2Y_Yield_India,3M_Yield_US,2Y_Yield_US,10Y_Yield_US,10Y-3M_Yield_US,10Y-2Y_Yield_US,pct_change
1999-05-26,14.92,1.87,5.47,8.55,10.84,11.72,6.25,3.17,0.87,4.65,5.36,5.55,0.91,0.19,0.7836381681553948
2000-07-05,26.87,2.77,4.26,9.1,9.67,10.96,6.71,1.86,1.29,5.98,6.29,5.98,0.0,-0.31,0.5750574246723414
2000-10-12,20.87,2.17,5.46,10.4,10.57,11.65,6.19,1.25,1.08,6.17,5.82,5.7,-0.46,-0.12,1.4318247500144503
2004-04-08,18.0,2.96,4.61,4.24,4.54,5.12,0.5,0.88,0.58,0.93,1.81,4.15,3.22,2.34,0.4611566469646997
2006-11-01,18.67,4.07,4.96,6.72,7.11,7.61,2.65,0.89,0.51,5.05,4.65,4.57,-0.48,-0.08,0.2900222012809661
2012-07-23,16.91,2.42,5.92,8.2,7.85,8.06,2.14,-0.14,0.21,0.1,0.21,1.44,1.34,1.22,1.023826200218724
2014-07-22,21.81,3.02,4.81,8.61,8.18,8.68,3.87,0.07,0.51,0.03,0.48,2.47,2.44,1.99,0.5471698113207546
2004-12-03,16.19,2.92,5.98,5.05,5.84,6.81,0.83,1.76,0.97,2.19,2.89,4.26,2.07,1.37,1.3903245813520777
2003-07-11,16.09,1.93,7.9,4.94,5.17,5.71,-2.19,0.77,0.54,0.89,1.28,3.63,2.74,2.35,3.4145275805570723
2000-12-26,18.42,1.98,5.43,9.35,10.16,10.98,5.55,1.63,0.82,5.8,5.16,5.05,-0.74,-0.1,1.3369351669941065
2006-07-03,17.37,3.77,5.39,6.35,7.17,8.15,2.77,1.8,0.98,4.97,5.18,5.16,0.18,-0.02,0.7746585441564489
2004-04-16,18.36,3.01,5.17,4.33,4.56,5.08,-0.09,0.75,0.52,0.94,1.96,4.32,3.38,2.36,0.36742266722113803
2002-08-22,12.32,1.57,6.82,5.87,6.17,7.18,0.36,1.31,1.01,1.66,2.22,4.32,2.66,2.1,3.8907361795292834
2007-07-04,19.19,4.58,4.8,6.1,7.43,8.03,3.23,1.93,0.6,4.9,4.89,5.04,0.15,0.16,0.13681083585425013
2013-02-06,17.87,2.61,5.45,7.99,7.76,7.9,2.45,-0.09,0.14,0.07,0.25,1.96,1.89,1.71,0.8970789979105545
2009-04-06,14.15,2.2,6.49,4.2,5.32,7.01,0.52,2.81,1.69,0.19,0.96,2.93,2.74,1.98,0.8794929850806614
2008-04-09,17.94,4.33,4.83,7.05,7.7,7.92,3.09,0.87,0.22,1.3,1.77,3.48,2.18,1.71,0.2324680054104673
2000-07-20,25.02,2.58,4.56,9.0,9.76,10.92,6.36,1.92,1.16,6.18,6.33,6.01,-0.17,-0.32,0.7419873356064297
2007-11-27,23.09,5.37,4.01,7.51,7.75,7.9,3.88,0.38,0.15,3.09,3.09,3.95,0.86,0.86,-0.07177491519780255
2014-05-26,20.91,2.94,4.92,8.58,8.45,8.67,3.75,0.09,0.22,0.04,0.35,2.53,2.5,2.19,0.6146250265561928
2008-04-17,18.8,4.54,4.63,7.2,7.96,8.11,3.48,0.91,0.15,1.29,2.11,3.73,2.44,1.62,0.15376498920032766
2014-06-11,21.65,3.04,4.81,8.53,8.14,8.53,3.72,0.0,0.39,0.04,0.43,2.64,2.6,2.21,0.5729656808965389
2002-02-19,14.95,1.72,5.36,6.29,6.42,7.24,1.88,0.95,0.81,1.77,2.94,4.87,3.1,1.93,3.0561159346271705
2011-04-13,20.81,3.32,4.46,7.2,7.62,8.01,3.55,0.81,0.39,0.06,0.73,3.46,3.4,2.73,0.23521826445407457
2012-08-23,18.28,2.44,5.5,8.23,7.86,8.22,2.72,-0.01,0.37,0.1,0.26,1.67,1.58,1.41,0.9829921964195336
2000-08-14,22.8,2.35,5.04,11.0,10.66,11.41,6.37,0.41,0.75,6.27,6.27,5.77,-0.5,-0.5,0.9883118962480653
2008-12-10,11.36,1.99,7.79,5.6,5.92,6.62,-1.17,1.02,0.7,0.02,0.86,2.7,2.68,1.84,1.0737153436286464
2007-01-10,19.36,4.17,4.84,7.06,7.24,7.54,2.69,0.48,0.3,5.07,4.82,4.69,-0.38,-0.13,0.29009830149940896
2011-06-01,19.04,3.14,4.84,8.2,8.26,8.33,3.48,0.13,0.07,0.05,0.44,2.94,2.9,2.51,0.4247421311257691
2008-03-24,17.08,4.12,4.98,7.31,7.56,7.71,2.73,0.4,0.15,0.51,1.82,3.56,3.04,1.74,0.3280641058950622
2002-06-04,13.97,1.69,6.07,6.55,6.89,7.78,1.71,1.23,0.89,1.77,3.15,5.03,3.26,1.88,3.088673523206751
1999-08-10,17.63,2.21,5.04,8.95,10.33,11.55,6.5,2.6,1.22,4.93,5.79,6.16,1.24,0.37,0.39833975107174413
2014-08-20,21.15,2.96,4.86,8.64,8.5,8.47,3.61,-0.17,-0.03,0.03,0.47,2.43,2.4,1.96,0.5108950985897671
2011-03-04,19.15,3.05,4.71,7.15,7.68,7.94,3.22,0.79,0.26,0.12,0.69,3.49,3.37,2.81,0.5336133976724382
2007-06-11,17.99,4.41,5.08,7.27,7.99,8.35,3.27,1.08,0.36,4.72,5.03,5.17,0.45,0.14,0.21272319814935292
2009-02-18,12.23,1.91,7.59,4.75,4.91,6.35,-1.23,1.6,1.45,0.32,0.96,2.77,2.45,1.8,1.2487084180751338
2009-01-07,11.67,2.04,7.81,4.5,5.11,5.97,-1.84,1.47,0.86,0.1,0.82,2.5,2.4,1.68,1.1064761820903404
2014-02-21,17.5,2.39,5.77,9.06,8.63,8.79,3.02,-0.27,0.15,0.04,0.32,2.73,2.69,2.42,0.9388903469634142
1999-08-12,17.78,2.23,5.04,9.0,10.4,11.63,6.59,2.63,1.24,4.78,5.77,6.08,1.3,0.31,0.3896854338675295
2012-07-19,17.2,2.48,5.82,8.2,7.82,8.08,2.26,-0.12,0.26,0.09,0.22,1.51,1.42,1.29,0.9914728309239167
2009-01-14,11.51,1.97,7.96,4.43,4.56,5.57,-2.39,1.14,1.01,0.11,0.71,2.21,2.1,1.49,1.0969486288142138
2007-03-07,16.14,3.84,5.73,7.02,7.81,7.95,2.22,0.93,0.15,5.08,4.53,4.49,-0.59,-0.04,0.24477420876214873
2010-01-25,19.65,3.23,4.61,3.9,5.23,7.58,2.97,3.68,2.34,0.05,0.82,3.63,3.58,2.81,0.6082083883558682
1999-04-01,15.0,1.79,6.13,9.4,11.11,11.99,5.86,2.59,0.88,4.42,5.01,5.28,0.86,0.27,0.9878029336734693
2000-11-27,22.19,2.31,5.27,10.0,10.29,11.39,6.11,1.39,1.1,6.32,5.89,5.63,-0.69,-0.27,1.4836725808207247
2010-09-28,23.01,3.46,3.93,6.2,7.02,7.85,3.92,1.65,0.83,0.16,0.43,2.47,2.31,2.04,0.3981333091429551
2008-02-04,21.26,5.29,4.29,7.1,7.45,7.51,3.22,0.41,0.06,2.11,2.06,3.64,1.54,1.58,0.021063987446604537
2010-11-09,23.72,3.56,3.91,6.8,7.27,8.03,4.11,1.23,0.76,0.13,0.44,2.66,2.53,2.22,0.23251832329800126
2011-03-22,18.82,2.99,4.82,7.25,7.69,8.01,3.19,0.76,0.32,0.1,0.65,3.33,3.23,2.68,0.43885357679417547
2006-01-10,18.93,3.81,5.76,6.17,6.4,7.19,1.43,1.02,0.79,4.21,4.4,4.43,0.22,0.03,1.0597718994446765
2008-11-12,11.48,2.03,8.01,7.2,7.02,7.62,-0.39,0.42,0.6,0.15,1.17,3.74,3.59,2.56,1.004845264145045
2011-05-06,19.18,3.12,4.84,7.95,8.03,8.17,3.34,0.22,0.14,0.02,0.55,3.15,3.13,2.6,0.39881626293311223
2013-12-10,18.79,2.45,5.32,8.75,8.36,8.83,3.51,0.08,0.47,0.07,0.3,2.8,2.73,2.5,0.7650703762977553
2002-04-30,14.03,1.7,5.6,6.05,6.39,7.41,1.81,1.36,1.03,1.78,3.26,5.09,3.31,1.83,3.080772721379489
2001-02-02,20.97,2.26,4.48,9.35,9.56,10.46,5.99,1.11,0.9,5.06,4.67,5.16,0.1,0.48,1.3756218905472637
1999-11-01,19.18,2.16,5.06,9.8,10.46,11.51,6.46,1.71,1.05,5.04,5.81,6.05,1.01,0.24,0.49306801500570874
2012-12-28,18.4,2.61,5.35,8.18,8.07,8.1,2.75,-0.08,0.03,0.01,0.25,1.7,1.69,1.45,0.9214591731211617
2011-12-01,16.82,2.4,5.6,8.75,8.5,8.69,3.1,-0.06,0.19,0.0,0.26,2.09,2.09,1.83,0.8916232661269532
1999-05-20,15.59,1.91,5.55,8.85,10.85,11.83,6.28,2.98,0.98,4.6,5.34,5.6,1.0,0.26,0.8025939491244793
2006-04-13,20.31,4.42,5.02,5.58,6.48,7.61,2.59,2.03,1.13,4.68,4.96,5.05,0.38,0.09,0.4701324365552626
2001-08-16,14.9,1.64,6.49,7.0,7.28,9.25,2.77,2.25,1.98,3.4,3.73,4.94,1.54,1.21,2.4639455782312925
2012-10-03,19.45,2.62,5.19,8.1,7.92,8.14,2.95,0.04,0.22,0.09,0.23,1.62,1.52,1.38,0.9356000528680941
